video_id,event_id,label_parts
4,28,"['forehand', 'step-around-drive']"
4,29,"['forehand', 'short-push']"
4,30,"['backhand', 'drive']"
4,31,"['backhand', 'control']"
4,32,"['forehand', 'drive']"
4,33,"['forehand', 'drive']"
4,34,"['forehand', 'step-around-drive']"
5,0,"['backhand', 'smash']"
5,1,"['backhand', 'drive']"
5,2,"['backhand', 'smash']"
5,3,"['backhand', 'drive']"
5,4,"['forehand', 'serve']"
5,5,"['backhand', 'drive']"
5,6,"['forehand', 'drive']"
5,7,"['forehand', 'drive']"
5,8,"['forehand', 'drive']"
5,9,"['forehand', 'serve']"
5,10,"['forehand', 'step-around-drive']"
5,11,"['forehand', 'control']"
5,12,"['backhand', 'drive']"
5,13,"['backhand', 'smash']"
5,14,"['backhand', 'drive']"
5,15,"['forehand', 'drive']"
5,16,"['forehand', 'long-push']"
5,17,"['backhand', 'smash']"
5,18,"['backhand', 'drive']"
5,19,"['backhand', 'drive']"
5,20,"['forehand', 'serve']"
5,21,"['forehand', 'serve']"
5,22,"['backhand', 'smash']"
5,23,"['backhand', 'drive']"
5,24,"['forehand', 'drive']"
5,25,"['forehand', 'drive']"
5,26,"['backhand', 'smash']"
5,27,"['backhand', 'drive']"
5,28,"['backhand', 'drive']"
5,29,"['backhand', 'drive']"
5,30,"['forehand', 'step-around-drive']"
5,31,"['forehand', 'serve']"
5,32,"['backhand', 'drive']"
5,33,"['forehand', 'step-around-drive']"
5,34,"['forehand', 'smash']"
5,35,"['backhand', 'drive']"
5,36,"['forehand', 'serve']"
6,0,"['backhand', 'drive']"
6,1,"['forehand', 'serve']"
6,2,"['forehand', 'serve']"
6,3,"['forehand', 'short-push']"
6,4,"['forehand', 'drive']"
6,5,"['backhand', 'drive']"
6,6,"['forehand', 'serve']"
6,7,"['forehand', 'serve']"
6,8,"['backhand', 'drive']"
6,9,"['forehand', 'serve']"
6,10,"['backhand', 'drive']"
6,11,"['backhand', 'smash']"
6,12,"['backhand', 'drive']"
6,13,"['forehand', 'drive']"
6,14,"['forehand', 'step-around-drive']"
6,15,"['forehand', 'drive']"
6,16,"['backhand', 'smash']"
6,17,"['backhand', 'drive']"
6,18,"['forehand', 'serve']"
6,19,"['forehand', 'serve']"
6,20,"['forehand', 'drive']"
6,21,"['backhand', 'drive']"
6,22,"['backhand', 'drive']"
6,23,"['forehand', 'drive']"
6,24,"['forehand', 'drive']"
6,25,"['forehand', 'serve']"
6,26,"['forehand', 'step-around-drive']"
6,27,"['forehand', 'step-around-drive']"
6,28,"['backhand', 'drive']"
6,29,"['forehand', 'drive']"
6,30,"['forehand', 'drive']"
6,31,"['forehand', 'serve']"
6,32,"['backhand', 'drive']"
7,0,"['forehand', 'serve']"
7,1,"['backhand', 'drive']"
7,2,"['forehand', 'serve']"
7,3,"['backhand', 'drive']"
7,4,"['forehand', 'long-push']"
7,5,"['forehand', 'step-around-drive']"
7,6,"['forehand', 'short-push']"
7,7,"['forehand', 'serve']"
7,8,"['backhand', 'drive']"
7,9,"['forehand', 'serve']"
7,10,"['forehand', 'step-around-drive']"
7,11,"['forehand', 'step-around-drive']"
7,12,"['backhand', 'drive']"
7,13,"['forehand', 'drive']"
7,14,"['forehand', 'serve']"
7,15,"['forehand', 'serve']"
7,16,"['backhand', 'drive']"
7,17,"['forehand', 'drive']"
7,18,"['forehand', 'long-push']"
7,19,"['forehand', 'drive']"
8,0,"['forehand', 'drive']"
8,1,"['backhand', 'drive']"
8,2,"['backhand', 'drive']"
8,3,"['forehand', 'short-push']"
8,4,"['backhand', 'short-push']"
8,5,"['backhand', 'short-push']"
8,6,"['forehand', 'step-around-drive']"
8,7,"['forehand', 'short-push']"
8,8,"['backhand', 'drive']"
8,9,"['forehand', 'drive']"
8,10,"['backhand', 'drive']"
8,11,"['forehand', 'drive']"
8,12,"['forehand', 'serve']"
8,13,"['forehand', 'serve']"
8,14,"['forehand', 'drive']"
8,15,"['backhand', 'drive']"
8,16,"['backhand', 'smash']"
8,17,"['backhand', 'smash']"
8,18,"['forehand', 'serve']"
8,19,"['backhand', 'short-push']"
9,0,"['forehand', 'serve']"
9,1,"['forehand', 'step-around-drive']"
9,2,"['forehand', 'drive']"
9,3,"['backhand', 'short-push']"
9,4,"['backhand', 'drive']"
9,5,"['forehand', 'drive']"
9,6,"['forehand', 'long-push']"
9,7,"['forehand', 'control']"
9,8,"['backhand', 'drive']"
9,9,"['forehand', 'serve']"
9,10,"['forehand', 'serve']"
9,11,"['forehand', 'step-around-drive']"
9,12,"['forehand', 'serve']"
9,13,"['backhand', 'drive']"
9,14,"['backhand', 'drive']"
9,15,"['forehand', 'drive']"
9,16,"['backhand', 'drive']"
9,17,"['backhand', 'drive']"
9,18,"['forehand', 'step-around-drive']"
9,19,"['forehand', 'long-push']"
9,20,"['forehand', 'drive']"
9,21,"['forehand', 'serve']"
9,22,"['forehand', 'drive']"
9,23,"['forehand', 'step-around-drive']"
9,24,"['forehand', 'serve']"
9,25,"['forehand', 'step-around-drive']"
9,26,"['backhand', 'drive']"
9,27,"['forehand', 'step-around-drive']"
9,28,"['forehand', 'drive']"
10,0,"['forehand', 'serve']"
10,1,"['forehand', 'flip']"
10,2,"['backhand', 'smash']"
10,3,"['backhand', 'smash']"
10,4,"['forehand', 'serve']"
10,5,"['backhand', 'short-push']"
10,6,"['forehand', 'serve']"
10,7,"['forehand', 'step-around-drive']"
10,8,"['forehand', 'step-around-drive']"
10,9,"['backhand', 'drive']"
10,10,"['backhand', 'drive']"
10,11,"['backhand', 'short-push']"
10,12,"['backhand', 'drive']"
10,13,"['forehand', 'step-around-drive']"
10,14,"['forehand', 'step-around-drive']"
10,15,"['forehand', 'step-around-drive']"
10,16,"['forehand', 'serve']"
10,17,"['backhand', 'drive']"
10,18,"['backhand', 'drive']"
10,19,"['forehand', 'step-around-drive']"
10,20,"['backhand', 'drive']"
10,21,"['forehand', 'serve']"
10,22,"['forehand', 'drive']"
10,23,"['backhand', 'smash']"
10,24,"['backhand', 'smash']"
10,25,"['forehand', 'serve']"
10,26,"['forehand', 'step-around-drive']"
10,27,"['backhand', 'drive']"
11,0,"['forehand', 'serve']"
11,1,"['forehand', 'serve']"
11,2,"['forehand', 'serve']"
11,3,"['backhand', 'drive']"
11,4,"['backhand', 'drive']"
11,5,"['backhand', 'short-push']"
11,6,"['forehand', 'control']"
11,7,"['backhand', 'drive']"
11,8,"['backhand', 'smash']"
11,9,"['backhand', 'drive']"
11,10,"['forehand', 'serve']"
11,11,"['forehand', 'step-around-drive']"
11,12,"['forehand', 'serve']"
11,13,"['backhand', 'drive']"
11,14,"['backhand', 'long-push']"
11,15,"['forehand', 'long-push']"
11,16,"['forehand', 'drive']"
11,17,"['forehand', 'serve']"
11,18,"['backhand', 'drive']"
11,19,"['forehand', 'serve']"
12,0,"['backhand', 'smash']"
12,1,"['forehand', 'serve']"
12,2,"['backhand', 'drive']"
12,3,"['backhand', 'drive']"
12,4,"['forehand', 'serve']"
12,5,"['backhand', 'drive']"
12,6,"['forehand', 'drive']"
12,7,"['backhand', 'smash']"
12,8,"['forehand', 'drive']"
12,9,"['forehand', 'step-around-drive']"
12,10,"['forehand', 'step-around-drive']"
12,11,"['backhand', 'drive']"
12,12,"['forehand', 'serve']"
12,13,"['forehand', 'step-around-drive']"
12,14,"['backhand', 'smash']"
13,0,"['forehand', 'serve']"
13,1,"['forehand', 'step-around-drive']"
13,2,"['forehand', 'serve']"
13,3,"['backhand', 'drive']"
13,4,"['forehand', 'step-around-drive']"
13,5,"['forehand', 'drive']"
13,6,"['forehand', 'drive']"
13,7,"['forehand', 'serve']"
13,8,"['forehand', 'serve']"
13,9,"['backhand', 'short-push']"
13,10,"['backhand', 'drive']"
13,11,"['forehand', 'step-around-drive']"
13,12,"['forehand', 'step-around-drive']"
13,13,"['backhand', 'drive']"
13,14,"['forehand', 'drive']"
13,15,"['backhand', 'smash']"
13,16,"['forehand', 'serve']"
13,17,"['backhand', 'smash']"
13,18,"['backhand', 'drive']"
13,19,"['forehand', 'serve']"
13,20,"['backhand', 'drive']"
13,21,"['backhand', 'drive']"
13,22,"['forehand', 'serve']"
13,23,"['forehand', 'drive']"
13,24,"['forehand', 'serve']"
13,25,"['backhand', 'drive']"
14,0,"['forehand', 'serve']"
14,1,"['forehand', 'serve']"
14,2,"['backhand', 'long-push']"
14,3,"['forehand', 'drive']"
14,4,"['backhand', 'drive']"
14,5,"['backhand', 'drive']"
14,6,"['backhand', 'drive']"
14,7,"['backhand', 'drive']"
14,8,"['backhand', 'drive']"
14,9,"['forehand', 'serve']"
14,10,"['backhand', 'drive']"
14,11,"['forehand', 'serve']"
14,12,"['forehand', 'drive']"
14,13,"['backhand', 'short-push']"
14,14,"['backhand', 'smash']"
14,15,"['backhand', 'serve']"
14,16,"['forehand', 'serve']"
14,17,"['forehand', 'drive']"
14,18,"['backhand', 'drive']"
14,19,"['forehand', 'serve']"
14,20,"['forehand', 'step-around-drive']"
14,21,"['backhand', 'drive']"
14,22,"['forehand', 'step-around-drive']"
14,23,"['backhand', 'smash']"
14,24,"['backhand', 'smash']"
14,25,"['forehand', 'serve']"
14,26,"['forehand', 'serve']"
14,27,"['backhand', 'drive']"
14,28,"['forehand', 'short-push']"
14,29,"['backhand', 'drive']"
15,0,"['forehand', 'serve']"
15,1,"['backhand', 'drive']"
15,2,"['forehand', 'serve']"
15,3,"['backhand', 'drive']"
15,4,"['backhand', 'drive']"
15,5,"['forehand', 'drive']"
15,6,"['backhand', 'control']"
15,7,"['backhand', 'smash']"
15,8,"['backhand', 'smash']"
15,9,"['forehand', 'serve']"
15,10,"['forehand', 'serve']"
15,11,"['backhand', 'control']"
15,12,"['forehand', 'drive']"
15,13,"['forehand', 'drive']"
15,14,"['forehand', 'short-push']"
15,15,"['forehand', 'drive']"
15,16,"['forehand', 'long-push']"
15,17,"['backhand', 'drive']"
15,18,"['forehand', 'drive']"
15,19,"['forehand', 'step-around-drive']"
15,20,"['forehand', 'serve']"
15,21,"['forehand', 'serve']"
15,22,"['backhand', 'drive']"
15,23,"['forehand', 'step-around-drive']"
15,24,"['forehand', 'drive']"
15,25,"['forehand', 'long-push']"
15,26,"['backhand', 'smash']"
15,27,"['forehand', 'serve']"
15,28,"['backhand', 'drive']"
15,29,"['forehand', 'drive']"
15,30,"['backhand', 'drive']"
15,31,"['forehand', 'serve']"
15,32,"['forehand', 'short-push']"
15,33,"['backhand', 'short-push']"
16,0,"['forehand', 'serve']"
16,1,"['backhand', 'drive']"
16,2,"['forehand', 'serve']"
16,3,"['forehand', 'step-around-drive']"
16,4,"['forehand', 'short-push']"
16,5,"['backhand', 'short-push']"
16,6,"['forehand', 'drive']"
16,7,"['forehand', 'serve']"
16,8,"['forehand', 'short-push']"
16,9,"['forehand', 'step-around-drive']"
16,10,"['forehand', 'serve']"
16,11,"['backhand', 'drive']"
16,12,"['backhand', 'drive']"
16,13,"['forehand', 'step-around-drive']"
16,14,"['forehand', 'serve']"
16,15,"['backhand', 'drive']"
16,16,"['forehand', 'serve']"
16,17,"['forehand', 'short-push']"
16,18,"['forehand', 'step-around-drive']"
16,19,"['backhand', 'long-push']"
16,20,"['forehand', 'step-around-drive']"
16,21,"['forehand', 'serve']"
16,22,"['forehand', 'step-around-drive']"
16,23,"['forehand', 'serve']"
16,24,"['forehand', 'flip']"
16,25,"['forehand', 'short-push']"
16,26,"['forehand', 'drive']"
16,27,"['forehand', 'short-push']"
17,0,"['forehand', 'short-push']"
17,1,"['forehand', 'step-around-drive']"
17,2,"['backhand', 'drive']"
17,3,"['forehand', 'serve']"
17,4,"['forehand', 'short-push']"
17,5,"['backhand', 'drive']"
17,6,"['forehand', 'long-push']"
17,7,"['forehand', 'step-around-drive']"
17,8,"['forehand', 'serve']"
17,9,"['backhand', 'smash']"
17,10,"['forehand', 'short-push']"
17,11,"['backhand', 'drive']"
17,12,"['backhand', 'drive']"
17,13,"['forehand', 'short-push']"
17,14,"['forehand', 'short-push']"
17,15,"['forehand', 'serve']"
17,16,"['forehand', 'serve']"
17,17,"['backhand', 'drive']"
17,18,"['backhand', 'drive']"
17,19,"['forehand', 'drive']"
17,20,"['forehand', 'drive']"
17,21,"['forehand', 'serve']"
17,22,"['backhand', 'drive']"
18,0,"['forehand', 'short-push']"
18,1,"['backhand', 'drive']"
18,2,"['forehand', 'step-around-drive']"
18,3,"['backhand', 'drive']"
18,4,"['backhand', 'drive']"
18,5,"['forehand', 'step-around-drive']"
18,6,"['forehand', 'serve']"
18,7,"['forehand', 'serve']"
18,8,"['forehand', 'drive']"
18,9,"['forehand', 'drive']"
18,10,"['backhand', 'drive']"
18,11,"['forehand', 'drive']"
18,12,"['forehand', 'step-around-drive']"
18,13,"['forehand', 'short-push']"
18,14,"['backhand', 'smash']"
18,15,"['forehand', 'serve']"
18,16,"['forehand', 'serve']"
18,17,"['backhand', 'drive']"
18,18,"['backhand', 'drive']"
18,19,"['forehand', 'drive']"
18,20,"['forehand', 'step-around-drive']"
18,21,"['forehand', 'drive']"
18,22,"['forehand', 'short-push']"
18,23,"['forehand', 'serve']"
18,24,"['forehand', 'drive']"
18,25,"['forehand', 'step-around-drive']"
18,26,"['forehand', 'drive']"
18,27,"['forehand', 'serve']"
18,28,"['forehand', 'short-push']"
18,29,"['forehand', 'smash']"
18,30,"['forehand', 'drive']"
18,31,"['forehand', 'step-around-drive']"
19,0,"['forehand', 'long-push']"
19,1,"['forehand', 'short-push']"
19,2,"['forehand', 'serve']"
19,3,"['backhand', 'drive']"
19,4,"['forehand', 'step-around-drive']"
19,5,"['forehand', 'drive']"
19,6,"['forehand', 'serve']"
19,7,"['forehand', 'flip']"
19,8,"['backhand', 'smash']"
19,9,"['forehand', 'serve']"
19,10,"['forehand', 'serve']"
19,11,"['backhand', 'short-push']"
19,12,"['forehand', 'drive']"
19,13,"['forehand', 'short-push']"
19,14,"['forehand', 'drive']"
19,15,"['backhand', 'drive']"
19,16,"['forehand', 'short-push']"
19,17,"['forehand', 'smash']"
19,18,"['backhand', 'drive']"
19,19,"['forehand', 'serve']"
19,20,"['forehand', 'flip']"
19,21,"['forehand', 'serve']"
19,22,"['forehand', 'drive']"
19,23,"['forehand', 'step-around-drive']"
19,24,"['backhand', 'drive']"
20,0,"['forehand', 'serve']"
20,1,"['forehand', 'drive']"
20,2,"['', '']"
20,3,"['forehand', 'short-push']"
20,4,"['forehand', 'step-around-drive']"
20,5,"['backhand', 'drive']"
20,6,"['forehand', 'short-push']"
20,7,"['forehand', 'drive']"
20,8,"['forehand', 'serve']"
20,9,"['backhand', 'drive']"
20,10,"['forehand', 'drive']"
20,11,"['forehand', 'serve']"
20,12,"['forehand', 'smash']"
20,13,"['backhand', 'drive']"
20,14,"['forehand', 'step-around-drive']"
20,15,"['forehand', 'drive']"
20,16,"['forehand', 'serve']"
20,17,"['backhand', 'drive']"
20,18,"['forehand', 'short-push']"
20,19,"['forehand', 'short-push']"
20,20,"['forehand', 'flip']"
20,21,"['backhand', 'drive']"
20,22,"['backhand', 'drive']"
20,23,"['backhand', 'drive']"
20,24,"['backhand', 'drive']"
20,25,"['backhand', 'drive']"
20,26,"['forehand', 'drive']"
20,27,"['backhand', 'drive']"
20,28,"['backhand', 'drive']"
20,29,"['forehand', 'step-around-drive']"
20,30,"['forehand', 'serve']"
20,31,"['backhand', 'drive']"
20,32,"['forehand', 'serve']"
21,0,"['forehand', 'serve']"
21,1,"['forehand', 'short-push']"
21,2,"['backhand', 'drive']"
21,3,"['forehand', 'serve']"
21,4,"['forehand', 'long-push']"
21,5,"['backhand', 'drive']"
21,6,"['forehand', 'step-around-drive']"
21,7,"['forehand', 'short-push']"
21,8,"['backhand', 'drive']"
21,9,"['forehand', 'drive']"
21,10,"['backhand', 'drive']"
21,11,"['backhand', 'drive']"
21,12,"['backhand', 'drive']"
21,13,"['backhand', 'short-push']"
21,14,"['forehand', 'drive']"
21,15,"['backhand', 'drive']"
21,16,"['forehand', 'serve']"
21,17,"['forehand', 'step-around-drive']"
21,18,"['backhand', 'drive']"
21,19,"['backhand', 'drive']"
21,20,"['backhand', 'drive']"
21,21,"['forehand', 'serve']"
21,22,"['forehand', 'short-push']"
21,23,"['backhand', 'smash']"
21,24,"['forehand', 'short-push']"
21,25,"['backhand', 'drive']"
21,26,"['forehand', 'serve']"
21,27,"['forehand', 'short-push']"
21,28,"['forehand', 'short-push']"
21,29,"['backhand', 'smash']"
21,30,"['forehand', 'serve']"
21,31,"['forehand', 'short-push']"
21,32,"['forehand', 'drive']"
21,33,"['forehand', 'short-push']"
21,34,"['forehand', 'step-around-drive']"
21,35,"['backhand', 'drive']"
21,36,"['forehand', 'short-push']"
21,37,"['forehand', 'drive']"
21,38,"['backhand', 'drive']"
21,39,"['backhand', 'drive']"
21,40,"['forehand', 'step-around-drive']"
21,41,"['backhand', 'drive']"
21,42,"['backhand', 'drive']"
21,43,"['forehand', 'serve']"
22,0,"['backhand', 'drive']"
22,1,"['forehand', 'step-around-drive']"
22,2,"['backhand', 'drive']"
22,3,"['backhand', 'smash']"
22,4,"['backhand', 'drive']"
22,5,"['forehand', 'drive']"
22,6,"['forehand', 'serve']"
22,7,"['forehand', 'flip']"
22,8,"['forehand', 'serve']"
22,9,"['backhand', 'drive']"
22,10,"['forehand', 'short-push']"
22,11,"['backhand', 'drive']"
22,12,"['backhand', 'smash']"
22,13,"['forehand', 'serve']"
22,14,"['forehand', 'step-around-drive']"
22,15,"['backhand', 'drive']"
22,16,"['forehand', 'step-around-drive']"
22,17,"['forehand', 'serve']"
22,18,"['forehand', 'flip']"
22,19,"['backhand', 'drive']"
22,20,"['backhand', 'drive']"
22,21,"['backhand', 'short-push']"
22,22,"['backhand', 'drive']"
22,23,"['backhand', 'drive']"
22,24,"['forehand', 'drive']"
22,25,"['forehand', 'serve']"
22,26,"['forehand', 'step-around-drive']"
22,27,"['forehand', 'serve']"
22,28,"['forehand', 'step-around-drive']"
22,29,"['backhand', 'drive']"
22,30,"['backhand', 'drive']"
22,31,"['backhand', 'drive']"
23,0,"['forehand', 'serve']"
23,1,"['forehand', 'short-push']"
23,2,"['backhand', 'drive']"
23,3,"['forehand', 'serve']"
23,4,"['forehand', 'short-push']"
23,5,"['backhand', 'drive']"
23,6,"['backhand', 'drive']"
23,7,"['forehand', 'short-push']"
23,8,"['forehand', 'drive']"
23,9,"['forehand', 'short-push']"
23,10,"['forehand', 'short-push']"
23,11,"['backhand', 'drive']"
23,12,"['forehand', 'drive']"
23,13,"['forehand', 'step-around-drive']"
23,14,"['forehand', 'serve']"
23,15,"['forehand', 'short-push']"
23,16,"['backhand', 'drive']"
23,17,"['forehand', 'serve']"
23,18,"['backhand', 'smash']"
23,19,"['forehand', 'step-around-drive']"
23,20,"['backhand', 'smash']"
23,21,"['backhand', 'drive']"
23,22,"['backhand', 'drive']"
23,23,"['forehand', 'step-around-drive']"
23,24,"['forehand', 'short-push']"
23,25,"['backhand', 'drive']"
23,26,"['backhand', 'drive']"
23,27,"['forehand', 'drive']"
23,28,"['forehand', 'serve']"
23,29,"['backhand', 'drive']"
23,30,"['forehand', 'drive']"
23,31,"['forehand', 'drive']"
23,32,"['forehand', 'serve']"
23,33,"['forehand', 'short-push']"
23,34,"['forehand', 'drive']"
23,35,"['backhand', 'drive']"
23,36,"['forehand', 'drive']"
23,37,"['backhand', 'drive']"
23,38,"['backhand', 'drive']"
24,0,"['forehand', 'serve']"
24,1,"['forehand', 'long-push']"
24,2,"['forehand', 'step-around-drive']"
24,3,"['forehand', 'serve']"
24,4,"['backhand', 'drive']"
24,5,"['forehand', 'long-push']"
24,6,"['backhand', 'drive']"
24,7,"['forehand', 'drive']"
24,8,"['backhand', 'control']"
24,9,"['forehand', 'short-push']"
24,10,"['backhand', 'drive']"
24,11,"['forehand', 'step-around-drive']"
24,12,"['forehand', 'serve']"
24,13,"['forehand', 'step-around-drive']"
24,14,"['forehand', 'serve']"
24,15,"['backhand', 'long-push']"
24,16,"['backhand', 'drive']"
24,17,"['forehand', 'drive']"
24,18,"['forehand', 'short-push']"
24,19,"['forehand', 'drive']"
24,20,"['backhand', 'short-push']"
24,21,"['backhand', 'drive']"
24,22,"['forehand', 'serve']"
24,23,"['forehand', 'drive']"
24,24,"['forehand', 'drive']"
24,25,"['forehand', 'serve']"
24,26,"['backhand', 'drive']"
24,27,"['backhand', 'drive']"
24,28,"['backhand', 'drive']"
24,29,"['backhand', 'smash']"
24,30,"['forehand', 'drive']"
24,31,"['forehand', 'drive']"
24,32,"['forehand', 'step-around-drive']"
24,33,"['forehand', 'drive']"
25,0,"['forehand', 'serve']"
26,0,"['forehand', 'serve']"
26,1,"['forehand', 'flip']"
26,2,"['forehand', 'short-push']"
26,3,"['forehand', 'long-push']"
26,4,"['backhand', 'drive']"
26,5,"['backhand', 'drive']"
26,6,"['forehand', 'drive']"
26,7,"['forehand', 'short-push']"
26,8,"['backhand', 'long-push']"
26,9,"['backhand', 'drive']"
26,10,"['forehand', 'control']"
26,11,"['forehand', 'drive']"
26,12,"['forehand', 'serve']"
26,13,"['backhand', 'drive']"
26,14,"['forehand', 'drive']"
26,15,"['forehand', 'serve']"
26,16,"['forehand', 'short-push']"
26,17,"['forehand', 'short-push']"
26,18,"['backhand', 'smash']"
26,19,"['forehand', 'flip']"
26,20,"['forehand', 'serve']"
26,21,"['backhand', 'drive']"
26,22,"['forehand', 'drive']"
26,23,"['backhand', 'drive']"
27,0,"['forehand', 'serve']"
27,1,"['backhand', 'long-push']"
27,2,"['backhand', 'drive']"
27,3,"['forehand', 'serve']"
27,4,"['forehand', 'drive']"
27,5,"['backhand', 'short-push']"
27,6,"['backhand', 'drive']"
27,7,"['backhand', 'smash']"
27,8,"['forehand', 'serve']"
27,9,"['forehand', 'serve']"
27,10,"['forehand', 'drive']"
27,11,"['backhand', 'short-push']"
27,12,"['backhand', 'drive']"
27,13,"['forehand', 'short-push']"
27,14,"['backhand', 'drive']"
28,0,"['forehand', 'serve']"
28,1,"['backhand', 'drive']"
28,2,"['backhand', 'drive']"
28,3,"['forehand', 'control']"
28,4,"['forehand', 'serve']"
28,5,"['forehand', 'drive']"
28,6,"['backhand', 'drive']"
28,7,"['backhand', 'smash']"
28,8,"['backhand', 'smash']"
28,9,"['forehand', 'serve']"
28,10,"['backhand', 'drive']"
28,11,"['forehand', 'serve']"
28,12,"['forehand', 'serve']"
28,13,"['forehand', 'short-push']"
28,14,"['forehand', 'drive']"
28,15,"['forehand', 'step-around-drive']"
28,16,"['backhand', 'smash']"
28,17,"['backhand', 'drive']"
28,18,"['forehand', 'drive']"
28,19,"['backhand', 'smash']"
29,0,"['backhand', 'smash']"
29,1,"['forehand', 'drive']"
29,2,"['forehand', 'serve']"
29,3,"['forehand', 'long-push']"
29,4,"['forehand', 'serve']"
29,5,"['backhand', 'drive']"
29,6,"['forehand', 'control']"
29,7,"['backhand', 'drive']"
29,8,"['forehand', 'long-push']"
